"database_identifier"	"chemical_formula"	"inchi"	"smiles"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"modifications"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"Bur-C-1"	"Bur-C-2"	"Bur-C-3"	"Can-C-1"	"Can-C-2"	"Can-C-3"	"Col-C-1"	"Col-C-2"	"Col-C-3"	"Ct-C-1"	"Ct-C-2"	"Ct-C-3"	"Edi-C-1"	"Edi-C-2"	"Edi-C-3"	"Hi-C-1"	"Hi-C-2"	"Hi-C-3"	"Kn-C-1"	"Kn-C-2"	"Kn-C-3"	"Ler-C-1"	"Ler-C-2"	"Ler-C-3"	"Mt-C-1"	"Mt-C-2"	"Mt-C-3"	"No-C-1"	"No-C-2"	"No-C-3"	"Oy-C-1"	"Oy-C-2"	"Oy-C-3"	"Po-C-1"	"Po-C-2"	"Po-C-3"	"Rsch-C-1"	"Rsch-C-2"	"Rsch-C-3"	"Sf-C-1"	"Sf-C-2"	"Sf-C-3"	"Tsu-C-1"	"Tsu-C-2"	"Tsu-C-3"	"Wil-C-1"	"Wil-C-2"	"Will-C-3"	"Ws-C-1"	"Ws-C-2"	"Ws-C-3"	"Wu-C-1"	"Wu-C-2"	"Wu-C-3"	"Zu-C-1"	"Zu-C-2"	"Zu-C-3"
"CHEBI:17488"	"C10H8O4"	"InChI=1/C10H8O4/c1-13-9-4-6-2-3-10(12)14-8(6)5-7(9)11/h2-5,11H,1H3"	"COC1=C(C=C2C(=C1)C=CC(=O)O2)O"	"Scopoletin"	"193.05"	""	""	"270"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	"ChEBI"	""	""	""	""	""	""	""	""	""	"470616.4299"	"297311.7160"	"109902.42620"	"856217.4092"	"6.308891e+05"	"233511.6479"	" 105092.6768"	" 130821.159"	"129539.34670"	"479450.2074"	" 27242.1727"	" 40238.0559"	"341655.2919"	" 25263.2180"	" 14697.6256"	"  65335.9018"	"  75821.843"	"147436.88840"	" 119017.8668"	"156107.0946"	" 46852.6245"	" 228529.644"	" 347122.6419"	"192724.25890"	" 242320.071"	" 518853.9480"	" 270888.520"	"181412.0678"	"160859.9621"	"  8929.0177"	" 141641.0161"	"31286.6135"	" 42092.4923"	" 90395.3603"	" 97482.5456"	"135690.9178"	" 116166.4878"	" 212173.892"	"  86494.2639"	" 76967.4613"	"107286.0612"	"  7243.1047"	" 245387.957"	" 264738.503"	" 52643.438"	" 234314.7848"	"1.100623e+05"	"  98563.3787"	" 293509.4260"	" 216252.0052"	" 39387.1131"	"262144.374"	" 229268.0110"	" 126034.9179"	"239797.90030"	" 333828.7456"	" 69893.9015"
"CHEBI:4853"	"C15H16O9"	"InChI=1/C15H16O9/c16-5-10-12(19)13(20)14(21)15(24-10)23-9-3-6-1-2-11(18)22-8(6)4-7(9)17/h1-4,10,12-17,19-21H,5H2/t10-,12-,13+,14-,15-/m1/s1"	"C1=CC(=O)OC2=CC(=C(C=C21)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O"	"Esculin"	"339.07"	""	""	"174"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	"ChEBI"	""	""	""	""	""	""	""	""	""	"  4083.4507"	"  6990.7867"	"  7163.59117"	"     0.0000"	"3.482594e+03"	"  3178.7543"	"   3696.8378"	"   2798.088"	"  2963.84743"	"  7343.8130"	"  1458.2778"	"     0.0000"	"  2868.4138"	"     0.0000"	"     0.0000"	"   3017.6888"	"   3762.336"	"  3027.29208"	"    552.6382"	"  3176.5545"	"  1979.9947"	"      0.000"	"   3411.9090"	"  2096.02565"	"      0.000"	"      0.0000"	"      0.000"	"     0.0000"	"  2242.2818"	"   508.2117"	"      0.0000"	" 2776.4148"	"     0.0000"	"  2326.9501"	"     0.0000"	"     0.0000"	"   4611.5244"	"   8599.228"	"   3234.8903"	"  8328.4689"	"     0.0000"	"  1283.1065"	"   4121.342"	"   2826.098"	"  2728.922"	"      0.0000"	"0.000000e+00"	"      0.0000"	"      0.0000"	"   2422.6416"	"  3029.8296"	"     0.000"	"   2008.7879"	"      0.0000"	"  2918.96480"	"   2980.2642"	"     0.0000"
"101276"	"C16H18O9"	"InChI=1/C16H18O9/c1-22-9-4-7-2-3-12(18)23-8(7)5-10(9)24-16-15(21)14(20)13(19)11(6-17)25-16/h2-5,11,13-17,19-21H,6H2,1H3/t11-,13-,14+,15-,16?/m1/s1"	"O=C\3Oc2cc(OC1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO)c(OC)cc2/C=C/3"	"Scopolin"	"191.03"	""	""	"198"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	"PubChem"	""	""	""	""	""	""	""	""	""	" 51057.5355"	" 12090.3642"	" 27319.24756"	" 49960.6085"	"1.767460e+04"	" 51790.4998"	"  49102.4567"	"   6570.716"	" 18329.01297"	" 15441.5480"	"     0.0000"	"  6813.1037"	" 25426.6420"	"  4127.5390"	"  3648.7234"	"   7069.7070"	"  17234.527"	" 22026.86335"	"  21311.3721"	" 20217.3876"	" 18485.1713"	"  24678.436"	"  41016.9508"	" 28318.15760"	"  30406.894"	"  33016.3433"	"  32720.367"	" 15900.3146"	" 35827.2138"	"  7234.1176"	"  22380.0109"	" 4191.3084"	"  7229.6331"	"  9037.0265"	"  6474.8628"	" 33303.6565"	"  16727.5135"	"  12613.266"	"  26087.9218"	"  2305.7779"	"  8510.9409"	" 11545.6657"	"  42209.101"	"  51408.486"	" 16413.859"	"  44293.7839"	"2.509466e+04"	"  37954.2729"	"  13131.9033"	"  12354.8214"	"  5774.4644"	" 80405.068"	"  55556.8461"	" 100492.1100"	" 11126.77783"	"  76749.7164"	"  6439.7871"
""	""	""	""	"Scopoletin Hex-Pent"	"485.13"	""	""	"198"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	" 21357.0805"	"  5209.4827"	"  5619.99539"	" 22565.1201"	"1.950710e+04"	" 11209.0900"	"  96981.3350"	"  39383.680"	" 36985.15317"	" 17197.3034"	"  8582.3410"	"  3312.8722"	" 17006.6347"	" 12686.9590"	"  8324.0553"	"   2486.6941"	"   5222.326"	"  9111.33154"	"  34663.6788"	" 12091.4948"	" 16193.1860"	"  20555.589"	"  38623.6822"	" 10291.66464"	"  98634.449"	"  66774.4506"	"  37683.022"	" 27666.9277"	" 26768.8890"	" 12812.2331"	"  62497.3507"	"30742.0352"	" 16500.9148"	" 49464.0453"	" 43081.0226"	" 72270.4789"	"  17524.1370"	"  19578.148"	"  31397.2614"	"  5254.5238"	"  7173.2550"	" 12938.5711"	"  89080.663"	"  42943.919"	" 30090.902"	"  39745.7959"	"3.322677e+04"	"  11615.9873"	"  13280.0947"	"  10080.6062"	"     0.0000"	" 50531.864"	"  33545.8830"	"  36772.7467"	" 15854.83264"	"  51152.1845"	"  8451.8704"
""	""	""	""	"Scopoletin Benzoyl-Hex-Pent"	"589.16"	""	""	"330"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	"  7979.1831"	"  5534.9849"	"  3908.14062"	" 26939.2051"	"5.049143e+04"	" 27959.0645"	"  45827.1523"	"  19313.250"	" 20776.94727"	" 22854.6289"	"  8074.4736"	"  7432.3921"	" 21170.0488"	" 16107.0781"	" 10939.7549"	"   3832.7869"	"   4644.235"	"  5707.86572"	"  20727.6992"	" 17212.2500"	" 11659.0068"	"  15805.552"	"    298.1265"	" 12369.40234"	"  33292.695"	"  87045.2969"	"  18299.219"	"  4418.9805"	"  4667.0557"	"  4587.2539"	"  36357.9180"	"14356.2246"	" 17205.4590"	" 17273.2930"	" 18741.6504"	" 19010.5664"	"  22582.3145"	"  28908.613"	"  25654.1797"	" 14268.9043"	" 11323.9541"	" 16048.8877"	"  40630.137"	"  26148.512"	" 24355.029"	"  36363.0664"	"1.973768e+04"	"  11635.3330"	"  10112.2471"	"   8843.9795"	"  3855.8608"	" 28365.979"	"  23884.7754"	"  26544.5254"	" 25568.22266"	"  26706.5254"	" 13165.1279"
""	""	""	""	"G(8-O-4)Scopoletin"	"191.03"	""	""	"276"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	"152734.3523"	"111241.2428"	" 32647.77574"	"290575.1190"	"2.110001e+05"	" 69947.2378"	"  41330.6279"	"  42349.246"	" 42082.08211"	"152158.7545"	"  9970.3524"	" 12877.7017"	"108106.2120"	"  8701.9740"	"  4864.1876"	"  21689.3055"	"  26476.025"	" 45411.79876"	"  47295.4138"	" 58695.9206"	" 13724.3618"	"  68726.803"	" 105301.6397"	" 51446.52321"	"  74015.176"	" 165948.9497"	"  81287.777"	" 67732.4385"	" 65315.1736"	"  3119.9579"	"  46628.9161"	" 8884.1305"	" 12818.2454"	" 35118.1116"	" 40085.6195"	" 45580.6047"	"  40527.4695"	"  72069.859"	"  31159.8700"	" 24209.4308"	" 35749.5362"	"     0.0000"	"  88478.578"	"  96046.338"	" 20943.399"	"  95481.8393"	"4.251977e+04"	"  32534.5074"	"  89229.5612"	"  81844.4616"	" 14653.4359"	" 83742.031"	"  77783.2522"	"  45319.6909"	" 84127.71295"	" 110838.9500"	" 22609.8983"
""	""	""	""	"G(8-O-4)Esculetin"	"355.08"	""	""	"378"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	" 16663.7619"	" 18481.6554"	"  2858.10594"	" 10403.7029"	"1.219605e+04"	" 10305.1568"	"  13427.9820"	"  13891.154"	" 18546.61185"	" 28788.4988"	"     0.0000"	"  7395.3585"	" 15671.8752"	"     0.0000"	"     0.0000"	"   2768.3429"	"  10943.287"	"  6118.54973"	"      0.0000"	"  1756.8649"	"  1870.8795"	"   7378.166"	"  22849.7345"	" 11296.40672"	"   7264.161"	"   8607.3413"	"   5869.994"	"  4220.8882"	"  6203.1661"	"     0.0000"	"   5454.2638"	"    0.0000"	"  1618.1825"	"  5691.3883"	"  6080.6279"	"  4604.7180"	"  30659.9578"	"  22007.646"	"   4850.7898"	"  3433.0322"	"  3970.6235"	"     0.0000"	"   9515.759"	"  15927.967"	"     0.000"	"   4994.0654"	"6.180587e+03"	"   6510.3239"	"  11160.3215"	"  10127.8264"	"  4601.9450"	"  8872.832"	"   4738.5827"	"   2664.1516"	" 12966.00543"	"  38913.2924"	"  3712.4359"
""	""	""	""	"S(8-O-4)Esculetin"	"385.09"	""	""	"366"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	" 10985.1108"	"  9250.1201"	"     0.00000"	" 16194.7267"	"3.444878e+04"	"  4407.6923"	"  11322.0995"	"  11464.658"	"  4564.24457"	" 12527.0249"	"     0.0000"	"     0.0000"	" 15669.1334"	"     0.0000"	"     0.0000"	"   4065.1137"	"   4778.814"	"     0.00000"	"      0.0000"	"  3068.7186"	"     0.0000"	"   4759.542"	"  17265.4144"	"  2753.64069"	"  10051.771"	"   6544.4542"	"   5436.892"	"  3375.5363"	"  6823.7112"	"     0.0000"	"   4313.3810"	"    0.0000"	"     0.0000"	"  3324.0650"	"  7640.8662"	"  3073.4175"	"  84727.2480"	"  44629.547"	"   8020.3630"	"  4557.8800"	"  2998.2970"	"     0.0000"	"  35473.384"	"  43593.851"	"  2859.754"	"   9409.2212"	"9.154948e+03"	"   2768.2127"	"   4753.0666"	"  11659.5742"	"  1145.6766"	" 16935.288"	"   8608.9749"	"      0.0000"	" 15666.52461"	"  37830.1139"	"     0.0000"
""	""	""	""	"Scopoletin dehydrodimer"	"381.06"	""	""	"318"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	" 15976.9726"	" 21733.2722"	"  5620.22031"	" 22444.0482"	"2.339935e+04"	" 18865.8843"	"  13394.6138"	"  10786.665"	" 15458.47007"	" 20625.6808"	"  3650.9731"	"  5436.6777"	" 13931.8679"	"  4917.0137"	"  2181.4066"	"  10477.2216"	"   8526.169"	"  7543.83062"	"      0.0000"	"  8963.6089"	"  4661.4474"	"  13680.242"	"  13801.8871"	" 17813.58339"	"  18008.254"	"  20612.1939"	"  13734.755"	" 10279.1320"	" 12764.0790"	"     0.0000"	"  11973.0752"	" 9408.3980"	" 10574.2990"	" 11595.4555"	" 11601.4370"	" 11209.4952"	"  12298.1003"	"  16736.458"	"   8464.8440"	" 18305.8959"	"  7649.5004"	"     0.0000"	"  18908.655"	"  19401.596"	"  6111.850"	"  10688.4192"	"9.137995e+03"	"   6963.9194"	"  17427.5539"	"  20923.4062"	"  5996.5400"	" 11748.963"	"  14422.6737"	"   9427.8664"	" 19769.17917"	"  20531.6198"	" 13105.5223"
""	""	""	""	"Unknown oligolignol"	"857.25"	""	""	"300"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	" 16909.4326"	"  9212.0375"	"     0.00000"	"     0.0000"	"0.000000e+00"	"  4244.0095"	"  25710.6029"	"   3139.282"	"     0.00000"	"  5294.7593"	"     0.0000"	"     0.0000"	" 11051.7802"	"     0.0000"	"     0.0000"	"      0.0000"	"      0.000"	"  2597.23209"	"   1538.8069"	"     0.0000"	"     0.0000"	"      0.000"	"      0.0000"	"  3966.08202"	"  17144.223"	"      0.0000"	"      0.000"	"     0.0000"	"  6073.0311"	"     0.0000"	"  11146.9039"	"    0.0000"	"     0.0000"	"  7169.0282"	"     0.0000"	"  6673.4533"	"  11903.9661"	"      0.000"	"      0.0000"	"     0.0000"	"     0.0000"	"     0.0000"	"  14482.002"	"   3183.317"	"  4445.355"	"      0.0000"	"3.544164e+03"	"      0.0000"	"   9445.7438"	"    493.9412"	"     0.0000"	"     0.000"	"   7318.1009"	"   6127.5534"	"  6431.87543"	"  22359.2245"	"     0.0000"
""	""	""	""	"G(8-O-4)FA Sulfate"	"469.08"	""	""	"240"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	"     0.0000"	"     0.0000"	"     0.00000"	"     0.0000"	"0.000000e+00"	"     0.0000"	"  47205.7112"	"  13585.864"	"  8038.98456"	" 43468.8842"	"     0.0000"	"     0.0000"	" 36415.9396"	" 19130.7467"	"  9835.7865"	"  12710.7455"	"  32718.075"	" 18776.07015"	" 203348.4851"	" 81865.1767"	" 99288.3613"	"   5470.258"	"   9471.6904"	"     0.00000"	"  13008.502"	"   6098.1647"	"   7191.153"	"103730.7402"	"107124.5494"	" 15955.8315"	"  38863.5406"	" 8269.1076"	"  8210.6062"	" 30522.0467"	" 50912.5842"	" 58776.2278"	"   4050.0847"	"   5621.771"	"   4515.6172"	"  3767.2366"	"  6912.6950"	" 38075.6594"	"  60901.112"	"  14325.192"	" 12295.212"	" 410163.6734"	"1.925994e+05"	" 135010.0141"	"  65576.8485"	"  46493.6758"	"  4741.5946"	"  6156.817"	"   6950.2680"	"   3687.6672"	"     0.00000"	"      0.0000"	"     0.0000"
""	""	""	""	"G(8-O-4)FA Sulfate"	"469.08"	""	""	"258"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	"     0.0000"	"     0.0000"	"     0.00000"	"     0.0000"	"0.000000e+00"	"     0.0000"	"  15010.4835"	"   6365.845"	"  3261.10486"	" 10822.3826"	"     0.0000"	"     0.0000"	" 14425.8499"	" 21672.0373"	"  6597.4763"	"   4425.8611"	"  13714.349"	"  6825.85769"	" 100283.4800"	" 40690.7940"	" 28697.6466"	"      0.000"	"   4821.2243"	"     0.00000"	"   3732.167"	"      0.0000"	"      0.000"	" 26660.0158"	" 45120.1180"	"  7462.0195"	"  12915.4399"	" 3188.6178"	"  4151.5505"	" 10775.9072"	" 22896.0118"	" 14021.8147"	"      0.0000"	"   2466.840"	"      0.0000"	"     0.0000"	"  3985.8524"	" 11370.4944"	"  26031.957"	"   4882.586"	"  6096.596"	" 107610.9925"	"8.881611e+04"	"  49446.0615"	"  19040.2876"	"  24811.8674"	"  2166.1774"	"  2847.768"	"   1845.4437"	"      0.0000"	"     0.00000"	"      0.0000"	"     0.0000"
""	""	""	""	"G(8-5)FA"	"353.10"	""	""	"354"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	" 83444.7100"	" 69846.3030"	"  3805.54448"	" 72818.6183"	"8.677760e+04"	" 33729.2891"	"  59256.0782"	"  37817.513"	" 26897.28601"	" 43407.9109"	"     0.0000"	" 11516.6747"	" 51032.2308"	"     0.0000"	"     0.0000"	"  23413.4422"	"  35791.583"	" 37525.43568"	"  30461.6604"	" 23721.4428"	" 19504.2263"	"  82199.218"	" 189547.2643"	" 61336.73185"	"  68315.125"	"  62453.9545"	"  45094.215"	" 27181.8024"	" 90444.1397"	"     0.0000"	"  53135.9497"	" 5494.6004"	"  6321.1676"	" 23643.2107"	" 36461.8341"	" 32501.5228"	"  70096.0554"	"  34783.515"	"  24975.1356"	" 17048.3193"	" 43781.5551"	"     0.0000"	"  41764.473"	"  68969.140"	" 14547.437"	"  77035.7376"	"1.088469e+05"	"  49203.2443"	"  50610.2953"	"  93568.7563"	" 13964.4686"	" 63246.245"	"  62635.0270"	"  40500.4930"	" 57123.57318"	" 125389.1267"	" 14281.4988"
""	""	""	""	"G(8-5)FA Sulfate"	"451.07"	""	""	"324"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	"109544.3590"	"110991.1823"	"  6915.20779"	" 28812.2441"	"4.623392e+04"	" 19132.8381"	"  97569.8138"	"  90656.807"	" 72366.92776"	" 10120.0277"	"     0.0000"	"  3862.8988"	" 83719.5448"	"  5063.8502"	"  5504.1103"	"  47573.4992"	"  65988.782"	" 96051.55811"	"  11659.8298"	"  7976.6584"	"  8104.4123"	" 107708.049"	" 187361.9173"	"114239.46960"	" 116644.017"	" 118977.3725"	"  86820.842"	"104944.9320"	"184224.8132"	"     0.0000"	" 114010.3623"	"19781.9840"	" 24628.7135"	" 81690.1564"	"114021.5907"	"102868.7424"	" 174043.9059"	" 108898.858"	"  79756.7113"	" 55938.2232"	" 55040.2745"	"     0.0000"	" 124366.661"	" 162990.178"	" 59872.739"	"  16519.2689"	"1.939429e+04"	"  13131.2543"	" 127206.8499"	" 198206.7024"	" 31076.2739"	" 48310.922"	"  26388.6985"	"  20188.6538"	" 73875.96248"	" 150188.4972"	" 27418.7585"
""	""	""	""	"FA dimer"	"387.11"	""	""	"240"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	" 22419.0197"	" 23579.5249"	"     0.00000"	" 37636.1764"	"3.982648e+04"	"  5445.6088"	"  11411.7311"	"  11668.782"	"  4061.13023"	" 30051.7777"	"     0.0000"	"     0.0000"	" 20389.1906"	"     0.0000"	"     0.0000"	"   5504.2005"	"   8657.999"	"  1813.85648"	"   1514.5593"	"  6606.9000"	"     0.0000"	"  15696.565"	"  28556.1162"	"  6847.89807"	"  18611.016"	"  17702.8380"	"   5787.631"	"  9328.8402"	" 14278.7560"	"     0.0000"	"  14447.3750"	" 2982.7619"	"     0.0000"	"  9872.1739"	" 10610.6851"	"  4442.7714"	"  17449.6717"	"  17931.545"	"   2415.6033"	"  9920.5874"	"  6039.0128"	"     0.0000"	"  13959.350"	"  21986.549"	"     0.000"	"   9249.8528"	"8.552099e+03"	"   2435.2497"	"  23287.6616"	"  23663.5260"	"     0.0000"	" 10447.496"	"  11715.6971"	"      0.0000"	" 15736.70129"	"  21019.8008"	"  1692.2840"
""	""	""	""	"FA dimer"	"387.11"	""	""	"252"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	" 15390.0415"	" 15076.0130"	"     0.00000"	" 23853.0064"	"2.296340e+04"	"  3764.6335"	"   7028.8493"	"   7446.793"	"  2807.98989"	" 18542.5847"	"     0.0000"	"     0.0000"	" 11853.7293"	"     0.0000"	"     0.0000"	"   4231.2469"	"   5834.998"	"     0.00000"	"      0.0000"	"  3509.8266"	"     0.0000"	"  10250.563"	"  16270.8090"	"  6076.81884"	"  12608.043"	"  13543.0737"	"   4957.841"	"  6007.7484"	"  9049.8789"	"     0.0000"	"   9445.3903"	"    0.0000"	"     0.0000"	"  6714.0536"	"  7188.9661"	"  4361.1058"	"  11071.5953"	"  11801.149"	"   2026.0929"	"  6460.3731"	"  4614.3116"	"     0.0000"	"  11822.679"	"  13943.951"	"     0.000"	"   7179.9249"	"4.842673e+03"	"   2578.9168"	"  14974.1243"	"  14093.5208"	"     0.0000"	" 10974.195"	"   8497.0520"	"   3307.1401"	" 12055.08143"	"  11972.0257"	"  1987.3073"
""	""	""	""	"Didehydro-di(coumaroyl)spermidine Sulfate"	"514.17"	""	""	"222"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	" 99499.2591"	" 12876.9346"	" 11327.97706"	"     0.0000"	"0.000000e+00"	"     0.0000"	" 173129.0147"	"  37292.484"	" 17582.61977"	" 76558.0133"	" 17343.7275"	" 11382.7133"	"  8621.9463"	"  4181.8170"	"     0.0000"	"  47909.8986"	"  84126.494"	" 20945.01511"	" 161544.6747"	" 39782.1517"	"119773.0210"	"      0.000"	"      0.0000"	"     0.00000"	" 174608.196"	"  97716.3283"	"  60396.384"	"223552.3499"	"170329.6170"	" 27784.9872"	" 120699.9571"	"35867.8174"	" 17538.8283"	" 81900.8340"	" 98595.3885"	"153050.4250"	"  90599.6175"	"  80773.190"	"  76819.0010"	"  4840.4488"	" 17981.7799"	" 71362.5381"	" 441101.102"	" 117936.355"	" 68867.488"	" 377930.2705"	"1.710575e+05"	" 109216.2516"	"  46824.8065"	"  43967.0566"	" 13777.2582"	" 92829.380"	"  64594.1895"	"  81945.2079"	" 18239.91737"	"  74503.1816"	"     0.0000"
""	""	""	""	"Kaempferol 3-O-Rha(1-2)Glc 7-O-Rha"	"739.21"	""	""	"228"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	" 50541.9481"	" 72337.2889"	" 56509.06809"	"  3738.5624"	"1.520038e+04"	"  6871.0826"	"  24716.5855"	"  49777.577"	"     0.00000"	" 20714.6709"	" 16131.5085"	" 34313.1958"	" 17696.8907"	" 25666.7320"	" 18414.7424"	"  27254.8015"	"  16792.407"	" 19057.41848"	"  24926.9062"	" 41761.0569"	"  9123.1453"	"  15840.346"	"      0.0000"	"  8819.72646"	"  16609.401"	"  37176.4332"	"  13552.009"	"     0.0000"	" 12309.6792"	"  3307.8289"	"  38458.2509"	" 1321.4439"	" 27077.6947"	" 17266.5301"	"     0.0000"	"  9300.1730"	"  16631.5311"	"  37906.703"	"  43556.3096"	" 28047.0167"	" 14273.0642"	" 14512.3544"	"  36460.754"	"  21739.307"	" 44946.527"	"      0.0000"	"5.663081e+04"	"  21155.2548"	"   9924.6234"	"  47266.2335"	"     0.0000"	" 30109.907"	"  20318.2101"	"  23474.8882"	" 59568.15377"	"  13594.3402"	" 21867.2060"
""	""	""	""	"Kaempferol 3-O-Rha(1-2)Glc 7-O-Rha"	"739.21"	""	""	"228"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	"  5775.9035"	"  8315.4468"	"  8225.33828"	"  2424.5743"	"3.043734e+03"	"  2471.8380"	"  10069.4147"	"  23402.135"	"  1178.53728"	" 10069.5802"	"  5523.1011"	" 11958.8182"	"  2668.2187"	"  6801.7810"	"  3276.3028"	"   3676.6425"	"   2118.690"	"  9686.83742"	"  18607.6432"	" 40332.5100"	"  7456.5605"	"   8209.196"	"      0.0000"	"  3656.92360"	"   8234.371"	"  21299.8397"	"   5686.113"	"     0.0000"	" 31076.9333"	" 13920.3379"	"  24855.0457"	"    0.0000"	" 17275.4732"	" 10988.7449"	"     0.0000"	"  5674.7565"	"   9714.8015"	"  16507.214"	"  18135.0376"	" 13399.8986"	"  6042.6911"	"  7181.9520"	"  11799.277"	"   7900.861"	" 17076.103"	"      0.0000"	"2.029214e+04"	"   5805.5918"	"   4781.0326"	"  24196.4453"	"     0.0000"	"     0.000"	"      0.0000"	"      0.0000"	" 28956.48980"	"   6394.9701"	" 11269.7973"
""	""	""	""	"9,12,13-Trihydroxy-10(E),15(Z)-octadecadienoic acid"	"327.22"	""	""	"420"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	"156098.2580"	" 32155.9710"	" 14277.26548"	" 64691.2349"	"7.720856e+04"	"     0.0000"	" 609556.4900"	" 387655.611"	"114192.27610"	" 38121.7637"	" 12206.2386"	" 34852.6257"	" 25909.6727"	" 10676.0306"	" 12185.6143"	"  44704.5287"	" 168565.394"	" 55031.53761"	" 496029.1775"	" 40262.8359"	" 48145.1424"	" 240441.472"	" 336417.5267"	" 43083.43817"	"1325265.549"	" 830160.3405"	" 399472.275"	"466669.9473"	"131056.2547"	" 46321.6518"	" 204524.5246"	" 6783.4824"	" 10361.7798"	"101344.6303"	" 59939.2352"	"190224.3208"	" 356621.5364"	" 116812.048"	" 237109.4303"	"     0.0000"	" 94953.6998"	" 22706.3954"	" 329726.469"	" 247910.045"	"127743.421"	" 306458.7111"	"1.337195e+05"	" 121488.8685"	" 144693.5549"	"  62159.1571"	"  3345.5506"	"226654.880"	" 111378.3783"	"  72546.5506"	" 25573.55709"	"  90224.1760"	"     0.0000"
""	""	""	""	"9,12,13-Trihydroxyoctadec-10-enoic acid"	"329.23"	""	""	"444"	"NEWT:3702"	"Arabidopsis thaliana (thale cress)"	""	""	""	""	""	""	""	""	""	""	"237508.9430"	" 61695.2817"	" 29100.89181"	"126230.7480"	"1.359336e+05"	" 15169.2084"	" 962875.6830"	" 716914.749"	"220550.54390"	"117224.5911"	" 41114.2499"	" 87911.6844"	" 52357.6948"	" 44149.5051"	" 24670.5425"	" 112353.8686"	" 377514.129"	"125680.75880"	"1389710.2910"	" 90823.1769"	" 83135.3807"	" 578188.275"	" 491061.4773"	" 70275.00596"	"3481998.615"	"1430373.2310"	" 835287.445"	"879672.4899"	"189229.8666"	" 75066.4389"	" 440447.9892"	"31669.8560"	" 21751.1331"	"291877.5254"	"118016.3441"	"519708.2825"	" 552915.3274"	" 201574.880"	" 747768.8911"	" 39115.3492"	"176648.5229"	" 32337.8233"	" 721526.599"	" 648657.265"	"307805.418"	" 580629.7218"	"2.517626e+05"	" 272074.1268"	" 368872.8035"	" 170253.7398"	" 30900.5957"	"481269.389"	" 265946.5848"	" 151179.9890"	" 60107.24765"	" 135748.5314"	" 16997.4779"
